0	1.50	0.10	0.00	1.50	0.10	0.00	0.02	-1.19	0.02	-0.29	-2.05	1.79
0	1.50	0.10	0.00	1.50	0.10	0.00	0.01	-2.32	0.02	-0.67	-2.02	3.48
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.04	-3.42	0.00	-1.15	-1.95	5.14
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.12	-4.31	-0.03	-1.63	-1.84	6.47
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.15	-5.07	-0.06	-2.13	-1.80	7.62
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.13	-5.66	-0.06	-2.59	-1.83	8.52
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.19	-6.18	-0.11	-3.04	-1.73	9.30
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.30	-6.74	-0.19	-3.55	-1.56	10.15
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.47	-7.29	-0.33	-4.09	-1.31	10.98
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.42	-7.86	-0.30	-4.68	-1.38	11.84
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.46	-8.37	-0.34	-5.25	-1.33	12.61
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.39	-8.86	-0.30	-5.81	-1.43	13.35
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.32	-9.31	-0.26	-6.36	-1.53	14.05
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.17	-9.76	-0.12	-6.91	-1.76	14.73
0	1.50	0.10	0.00	1.50	0.10	0.00	0.00	-10.23	0.05	-7.48	-2.02	15.44
0	1.50	0.10	0.00	1.50	0.10	0.00	0.36	-10.73	0.40	-8.10	-2.55	16.21
0	1.50	0.10	0.00	1.50	0.10	0.00	0.68	-11.20	0.70	-8.69	-3.03	16.92
0	1.50	0.10	0.00	1.50	0.10	0.00	1.14	-11.69	1.13	-9.30	-3.73	17.66
0	1.50	0.10	0.00	1.50	0.10	0.00	1.47	-12.14	1.43	-9.89	-4.22	18.36
0	1.50	0.10	0.00	1.50	0.10	0.00	1.79	-12.59	1.74	-10.44	-4.70	19.03
0	1.50	0.10	0.00	1.50	0.10	0.00	1.97	-12.97	1.94	-10.94	-4.98	19.63
0	1.50	0.10	0.00	1.50	0.10	0.00	2.18	-13.28	2.17	-11.34	-5.30	20.10
0	1.50	0.10	0.00	1.50	0.10	0.00	2.38	-13.58	2.36	-11.73	-5.59	20.56
0	1.50	0.10	0.00	1.50	0.10	0.00	2.55	-13.83	2.53	-12.07	-5.85	20.96
0	1.50	0.10	0.00	1.50	0.10	0.00	2.72	-14.09	2.70	-12.41	-6.10	21.35
0	1.50	0.10	0.00	1.50	0.10	0.00	2.79	-14.34	2.78	-12.75	-6.22	21.75
0	1.50	0.10	0.00	1.50	0.10	0.00	2.88	-14.61	2.89	-13.09	-6.35	22.17
0	1.50	0.10	0.00	1.50	0.10	0.00	2.88	-14.83	2.91	-13.38	-6.36	22.51
0	1.50	0.10	0.00	1.50	0.10	0.00	2.97	-15.04	3.02	-13.66	-6.49	22.85
0	1.50	0.10	0.00	1.50	0.10	0.00	2.97	-15.24	3.05	-13.95	-6.50	23.16
0	1.50	0.10	0.00	1.50	0.10	0.00	2.96	-15.42	3.09	-14.23	-6.49	23.44
0	1.50	0.10	0.00	1.50	0.10	0.00	3.00	-15.62	3.17	-14.53	-6.55	23.76
0	1.50	0.10	0.00	1.50	0.10	0.00	2.98	-15.78	3.20	-14.79	-6.53	24.02
0	1.50	0.10	0.00	1.50	0.10	0.00	2.96	-15.92	3.25	-15.02	-6.49	24.24
0	1.50	0.10	0.00	1.50	0.10	0.00	2.82	-16.00	3.21	-15.20	-6.29	24.38
0	1.50	0.10	0.00	1.50	0.10	0.00	2.70	-16.08	3.19	-15.39	-6.11	24.52
0	1.50	0.10	0.00	1.50	0.10	0.00	2.69	-16.12	3.27	-15.53	-6.10	24.58
0	1.50	0.10	0.00	1.50	0.10	0.00	2.68	-16.11	3.34	-15.63	-6.09	24.59
0	1.50	0.10	0.00	1.50	0.10	0.00	2.54	-16.08	3.29	-15.71	-5.88	24.56
0	1.50	0.10	0.00	1.50	0.10	0.00	2.35	-16.04	3.22	-15.78	-5.60	24.52
0	1.50	0.10	0.00	1.50	0.10	0.00	2.20	-15.97	3.20	-15.83	-5.38	24.43
0	1.50	0.10	0.00	1.50	0.10	0.00	2.06	-15.93	3.16	-15.90	-5.16	24.38
0	1.50	0.10	0.00	1.50	0.10	0.00	1.84	-15.85	3.05	-15.94	-4.84	24.27
0	1.50	0.10	0.00	1.50	0.10	0.00	1.51	-15.78	2.84	-15.99	-4.35	24.19
0	1.50	0.10	0.00	1.50	0.10	0.00	1.20	-15.68	2.65	-16.01	-3.88	24.06
0	1.50	0.10	0.00	1.50	0.10	0.00	0.91	-15.57	2.48	-16.02	-3.45	23.91
0	1.50	0.10	0.00	1.50	0.10	0.00	0.67	-15.44	2.35	-16.00	-3.09	23.72
0	1.50	0.10	0.00	1.50	0.10	0.00	0.47	-15.26	2.23	-15.94	-2.79	23.48
0	1.50	0.10	0.00	1.50	0.10	0.00	0.27	-15.07	2.13	-15.85	-2.49	23.20
0	1.50	0.10	0.00	1.50	0.10	0.00	0.05	-14.91	2.01	-15.78	-2.16	22.98
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.25	-14.77	1.80	-15.72	-1.71	22.78
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.49	-14.60	1.63	-15.62	-1.34	22.54
0	1.50	0.10	0.00	1.50	0.10	0.00	-0.90	-14.41	1.29	-15.49	-0.73	22.27
0	1.50	0.10	0.00	1.50	0.10	0.00	-1.21	-14.15	1.04	-15.29	-0.26	21.89
0	1.50	0.10	0.00	1.50	0.10	0.00	-1.61	-13.92	0.68	-15.11	0.34	21.56
0	1.50	0.10	0.00	1.50	0.10	0.00	-2.74	-13.82	-0.34	-15.04	2.03	21.42
0	1.50	0.10	0.00	1.50	0.10	0.00	-1.85	-13.51	0.70	-14.75	0.69	20.98
0	1.50	0.10	0.00	1.50	0.10	0.00	-2.43	-13.47	0.10	-14.71	1.57	20.93
0	1.50	0.10	0.00	1.50	0.10	0.00	-3.28	-13.26	-0.76	-14.49	2.85	20.62
0	1.50	0.10	0.00	1.50	0.10	0.00	-3.97	-13.07	-1.52	-14.30	3.90	20.36
0	1.50	0.10	0.00	1.50	0.10	0.00	-4.53	-12.88	-2.10	-14.09	4.74	20.08
0	1.50	0.10	0.00	1.50	0.10	0.00	-4.93	-12.73	-2.52	-13.91	5.34	19.88
0	1.50	0.10	0.00	1.50	0.10	0.00	-5.32	-12.69	-2.90	-13.82	5.93	19.82
0	1.50	0.10	0.00	1.50	0.10	0.00	-5.50	-12.65	-3.06	-13.75	6.21	19.77
0	1.50	0.10	0.00	1.50	0.10	0.00	-5.86	-12.57	-3.42	-13.66	6.75	19.67
0	1.50	0.10	0.00	1.50	0.10	0.00	-6.06	-12.50	-3.63	-13.58	7.05	19.57
0	1.50	0.10	0.00	1.50	0.10	0.00	-6.47	-12.50	-4.08	-13.59	7.67	19.59
0	1.50	0.10	0.00	1.50	0.10	0.00	-6.69	-12.46	-4.33	-13.54	8.02	19.54
0	1.50	0.10	0.00	1.50	0.10	0.00	-6.82	-12.46	-4.42	-13.54	8.21	19.55
0	1.50	0.10	0.00	1.50	0.10	0.00	-6.73	-12.45	-4.34	-13.54	8.10	19.55
0	1.50	0.10	0.00	1.50	0.10	0.00	-6.60	-12.55	-4.27	-13.66	7.91	19.71
0	1.50	0.10	0.00	1.50	0.10	0.00	-6.47	-12.57	-4.21	-13.70	7.72	19.75
0	1.50	0.10	0.00	1.50	0.10	0.00	-6.45	-12.58	-4.23	-13.74	7.69	19.78
0	1.50	0.10	0.00	1.50	0.10	0.00	-6.63	-12.57	-4.42	-13.74	7.97	19.78
0	1.50	0.10	0.00	1.50	0.10	0.00	-6.73	-12.58	-4.52	-13.77	8.13	19.81
0	1.50	0.10	0.00	1.50	0.10	0.00	-7.17	-12.51	-4.98	-13.71	8.79	19.71
0	1.50	0.10	0.00	1.50	0.10	0.00	-7.56	-12.42	-5.41	-13.66	9.38	19.60
0	1.50	0.10	0.00	1.50	0.10	0.00	-8.00	-12.34	-5.89	-13.62	10.05	19.48
0	1.50	0.10	0.00	1.50	0.10	0.00	-8.21	-12.23	-6.11	-13.55	10.38	19.34
0	1.50	0.10	0.00	1.50	0.10	0.00	-8.44	-12.16	-6.34	-13.49	10.72	19.24
0	1.50	0.10	0.00	1.50	0.10	0.00	-8.75	-12.11	-6.63	-13.46	11.20	19.18
0	1.50	0.10	0.00	1.50	0.10	0.00	-8.95	-12.16	-6.79	-13.51	11.50	19.26
0	1.50	0.10	0.00	1.50	0.10	0.00	-9.20	-11.99	-7.00	-13.33	11.89	19.03
0	1.50	0.10	0.00	1.50	0.10	0.00	-9.57	-11.73	-7.41	-13.05	12.46	18.65
0	1.50	0.10	0.00	1.50	0.10	0.00	-9.75	-11.87	-7.56	-13.16	12.73	18.86
0	1.50	0.10	0.00	1.50	0.10	0.00	-10.10	-11.85	-7.86	-13.06	13.28	18.84
0	1.50	0.10	0.00	1.50	0.10	0.00	-10.39	-11.85	-8.08	-13.02	13.72	18.86
0	1.50	0.10	0.00	1.50	0.10	0.00	-10.57	-11.45	-8.22	-12.54	13.99	18.27
0	1.50	0.10	0.00	1.50	0.10	0.00	-11.30	-11.13	-8.90	-12.13	15.11	17.80
0	1.50	0.10	0.00	1.50	0.10	0.00	-11.61	-10.65	-9.12	-11.57	15.59	17.10
0	1.50	0.10	0.00	1.50	0.10	0.00	-11.89	-10.39	-9.30	-11.23	16.01	16.71
0	1.50	0.10	0.00	1.50	0.10	0.00	-12.24	-10.26	-9.55	-11.02	16.54	16.53
0	1.50	0.10	0.00	1.50	0.10	0.00	-12.40	-10.07	-9.60	-10.75	16.80	16.25
0	1.50	0.10	0.00	1.50	0.10	0.00	-12.58	-9.89	-9.66	-10.51	17.08	15.99
0	1.50	0.10	0.00	1.50	0.10	0.00	-12.90	-9.78	-9.89	-10.36	17.58	15.84
0	1.50	0.10	0.00	1.50	0.10	0.00	-13.25	-9.59	-10.15	-10.13	18.12	15.57
0	1.50	0.10	0.00	1.50	0.10	0.00	-13.68	-9.25	-10.48	-9.76	18.77	15.06
0	1.50	0.10	0.00	1.50	0.10	0.00	-14.03	-8.56	-10.74	-9.07	19.32	14.04
0	1.50	0.10	0.00	1.50	0.10	0.00	-14.25	-7.60	-10.84	-8.13	19.66	12.60
0	1.50	0.10	0.00	1.50	0.10	0.00	-14.16	-6.71	-10.62	-7.28	19.53	11.28
0	1.50	0.10	0.00	1.50	0.10	0.00	-14.06	-5.89	-10.47	-6.49	19.40	10.05
0	1.50	0.10	0.00	1.50	0.10	0.00	-14.98	-4.98	-11.38	-5.62	20.80	8.68
0	1.50	0.10	0.00	1.50	0.10	0.00	-15.33	-4.08	-11.70	-4.79	21.33	7.35
0	1.50	0.10	0.00	1.50	0.10	0.00	-16.71	-3.96	-13.11	-4.72	23.43	7.17
0	1.50	0.10	0.00	1.50	0.10	0.00	-16.68	-5.33	-13.13	-6.11	23.39	9.23
0	1.50	0.10	0.00	1.50	0.10	0.00	-18.37	-6.19	-14.89	-6.93	25.95	10.52
0	1.50	0.10	0.00	1.50	0.10	0.00	-19.20	-6.86	-15.69	-7.54	27.21	11.53
